lic,name,entity,address,zip,cd,cb,codes,bakery,prep,sqft,lat,lng,geocoded
738006,Kings Express Grocery,Kings Express Grocery Inc,478 Kings Hwy,11223,315,BKCB15,AC,False,True,2300,40.6042,-73.97204,False
737954,544 Food Market,544 Food Market Corp,544 Throop Ave,11221,303,BKCB3,AC,False,True,1000,40.6848,-73.94128,False
737952,88 Lucky Grocery,88 Lucky Grocery Inc,1714 86Th Street Floor 1,11214,311,BKCB11,A,False,False,1600,40.60834,-74.00443,False
737951,National Wholesale Liquidators,Mas Wolesale Holdings Llc,2201 59Th Street,11204,312,BKCB12,A,False,False,45000,40.61711,-73.97757,False
737943,Soto Mini Market,Soto Mini Market Corp,333 Cresent Street,11208,305,BKCB5,AC,False,True,800,40.68079,-73.87132,False
737934,Stillwells Deli & Grocery,Stillwells Deli & Grocery Inc,1806 Stillwell Avenue,11223,311,BKCB11,AC,False,True,1200,40.60239,-73.98632,False
737930,Kiwi Grocery 2,Kiwi Grocery 2 Corp,490 Atkins Avenue,11208,305,BKCB5,AC,False,True,700,40.6668,-73.87628,False
737917,Sanchez Deli & Fruit Store,Sanchez Deli & Fruit Store Corp,816 Broadway,11206,304,BKCB4,AC,False,True,250,40.69946,-73.93963,False
737893,Mi Parcela Fruits & Vegs,Mi Parcela Fruits & Vegs Corp,3400 Fulton Street ####,11208,305,BKCB5,AC,False,True,1200,40.68423,-73.87011,False
737882,Williamsburg Bagel,Chaims Grocery Inc,73 Lee Avenue,11211,301,BKCB1,ABC,True,True,4400,40.70556,-73.95977,False
737869,Dollar Tree #07552,Dollar Tree Stores Inc,533 Remsen Ave,11236,317,BKCB17,A,False,False,,40.65344,-73.92067,False
737855,Fresh Food Choice,Fresh Food Choice Corp,2715 Mermaid Avenue,11224,313,BKCB13,AC,False,True,2500,40.57566,-73.99372,False
737841,Sahadis,Sahadis Llc,34 35Th Street,11232,307,BKCB7,AC,False,True,7000,40.65706,-74.00751,False
737838,Spring Grab And Go Bakery,Spring Grab And Go Bakery Llc,4801 13Th Avenue,11219,312,BKCB12,ACH,False,True,900,40.63549,-73.99164,False
737827,Taha Deli & Grill,Taha Deli & Grill Inc,8010 Flatlands Ave,11236,318,BKCB18,AC,False,True,1500,40.63578,-73.91287,False
737816,Cravings,Cravings Group Corp,1499 E 15Th St,11230,314,BKCB14,AC,False,True,1200,40.61309,-73.9591,False
737674,Yi Jie Sha Grocery,Yi Jie Sha Grocery Inc,5423 9Th Avenue,11220,312,BKCB12,AC,False,True,500,40.63706,-74.00432,False
737651,55 Grill Zone,Yamanys Inc,5418 New Utrecht Ave,11219,312,BKCB12,AC,False,True,1000,40.63196,-73.99537,False
737648,Victoria Mini Market,Victoria Mini Market Corp,845 Mcdonald Ave,11218,312,BKCB12,AC,False,True,1600,40.63339,-73.97766,False
737612,Bp Gas Station,Gujrat Service Station Inc,8775 Bay Pkwy,11214,311,BKCB11,A,False,False,1000,40.59833,-73.99754,False
737570,Vittorias Mercato,Jeig Corp,166 Bedford Ave,11249,301,BKCB1,AC,False,True,,40.71824,-73.95727,False
737539,Mc Fresh Market,Mc Fresh Market Inc,840 Nostrand Ave,11225,309,BKCB9,AC,False,True,3000,40.66935,-73.95053,False
737525,New Xing Market,New Xing Market Corp,4322 8Th Ave ####,11232,312,BKCB12,A,False,False,2000,40.6446,-74.00007,False
737502,Big Apple Deli & Grill 3,Big Apple Deli & Grill 3 Corp,4502 New Utrecht Ave,11219,312,BKCB12,AC,False,True,800,40.63996,-73.99434,False
737476,Mideast Bakery & Grocery,Tonys Bargains & Closeouts Inc,7808 3Rd Ave,11209,310,BKCB10,ABC,True,True,2000,40.62905,-74.02879,False
737470,Candy & Deli,Candy & Deli Corp,349B Waverly Ave,11238,302,BKCB2,AC,False,True,1000,40.68762,-73.96673,False
737433,Julians Discount Store,Julians Discount Store Inc,260 Utica Ave Suite 2,11213,308,BKCB8,A,False,False,6000,40.6696,-73.93104,False
737425,Gdf Specialty,Gdf Specialty Inc,1494 Coney Island Ave,11230,314,BKCB14,AC,False,True,2700,40.6211,-73.96447,False
737391,Canaan Deli,Canaan Deli Corp,191 York Street,11201,302,BKCB2,AC,False,True,,40.70139,-73.98318,False
737382,6Th Avenue Mini Market,6Th Avenue Mini Market Llc,5601 6Th Avenue,11220,307,BKCB7,A,False,False,1500,40.64032,-74.01169,False
737352,Late Night Stars Deli,Late Night 357 Inc,357 Graham Ave,11211,301,BKCB1,AC,False,True,1600,40.71512,-73.94448,False
737267,Lisa Deli & Grocery,Lisa Deli & Grocery 2019 Corp,411 Myrtle Ave,11205,302,BKCB2,AC,False,True,,40.69311,-73.96936,False
737261,Boston Fish Market,Island Fish Market Inc,2116 Nostrand Ave,11210,314,BKCB14,AC,False,True,2000,40.63376,-73.94775,False
737251,Kikka@Whole Foods Brooklyn,Ito Inc,214 3Rd St,11215,306,BKCB6,AC,False,True,400,40.67527,-73.98843,False
737227,Dollar Tree #07254,Dollar Tree Stores Inc,350 Junius St,11212,316,BKCB16,A,False,False,3000,40.66603,-73.90206,False
737215,Greek Bakaliko,Aaym Corp,7615 5Th Avenue,11209,310,BKCB10,AC,False,True,1000,40.62827,-74.02314,False
737211,Kings Flatbush Ext C-Store,Bolla Operating Corp,185 Flatbush Ave Ext,11201,302,BKCB2,AC,False,True,,40.69457,-73.98371,False
737198,S&O Star Deli,S&O Star Deli Corp,6602 Bay Pkwy,11204,311,BKCB11,AC,False,True,,40.61314,-73.98214,False
737196,Mkmg Deli Grocery,Mkmg Deli Grocery Inc,19 Sackman Street,11233,316,BKCB16,A,False,False,800,40.67879,-73.90617,False
737189,A&M Prospect Deli 1,A&M Prospect Deli 1 Corp,212 Prospect Park W,11215,307,BKCB7,AC,False,True,1200,40.6603,-73.98044,False
737183,Royal Deli Grill,Rw Star Deli Inc,2024 Cropsey Ave,11214,311,BKCB11,AC,False,True,1000,40.5998,-74.00223,False
737173,Demu Fish & Meat,Demu Fish & Meat Llc,763 Fulton Street,11217,302,BKCB2,AC,False,True,3000,40.68617,-73.97417,False
737168,Best 1 Deli & Grocery,Best 1 Deli & Grocery Inc,5 Bradford Street,11207,305,BKCB5,AC,False,True,800,40.67971,-73.89398,False
737154,Portokali Market,Portokali Market Corp,1519 Sheepshead Bay Rd,11235,315,BKCB15,AC,False,True,4000,40.58724,-73.95343,False
737139,Bobby Deli & Convinience,Bobby Deli & Convinience Inc,6520 18Th Avenue,11204,311,BKCB11,AC,False,True,1200,40.61862,-73.9907,False
737113,764 Rafi Deli Grocery,764 Rafi Deli Grocery Inc,764 Snediker Avenue,11207,305,BKCB5,AC,False,True,600,40.65585,-73.89753,False
737107,Q&Y,Q&Y Inc,122 Avenue S,11223,311,BKCB11,A,False,False,1200,40.60085,-73.98109,False
737100,Food Basket,Ey Sales Corp,5921 20Th Ave,11204,312,BKCB12,AC,False,True,2200,40.61953,-73.98272,False
737096,Gaby'S Deli Grocery,Division Food Market Corp,71 Division Ave,11249,301,BKCB1,AC,False,True,1000,40.7072,-73.96617,False
737086,Georgia Deli,Georgia Deli Corp,591 Sutter Avenue,11207,305,BKCB5,AC,False,True,1000,40.66912,-73.89696,False
737082,Brooklyn Only Foods,Brooklyn Only Foods Inc,78 Henry Street,11201,302,BKCB2,AC,False,True,,40.69849,-73.99251,False
737063,Jiahe Grocery,Jiahe Grocery Inc,4605 8Th Avenue,11220,312,BKCB12,A,False,False,2000,40.64318,-74.00155,False
737057,Precycle,Precycle Llc,321 Starr St Space H,11237,304,BKCB4,AC,False,True,1500,40.70773,-73.92049,False
737045,First Stop Grocery,First Stop Grocery Ny Corp,5316 3Rd Ave ##,11220,307,BKCB7,AC,False,True,1000,40.64573,-74.01682,False
737012,San Pedro Deli,San Pedro Deli Corp,780 4Th Avenue,11232,307,BKCB7,AC,False,True,1200,40.65978,-73.99883,False
737000,Far Deli,Far Deli Corp,560 Evergreen Ave,11221,304,BKCB4,AC,False,True,800,40.69077,-73.91632,False
736991,El Buen Chapin Deli Grocery,El Buen Chapin Deli Grocery Corp,3915 5Th Ave,11232,307,BKCB7,AC,False,True,1200,40.65093,-74.00425,False
736985,Brighton Best 99 Cents,705 Brighton Beach Corp,705 Brighton Beach Ave,11235,313,BKCB13,A,False,False,1500,40.5779,-73.9603,False
736943,Johns Family Fish Market,Johns Family Fish Market Corp,184 Avenue U,11223,311,BKCB11,AC,False,True,2500,40.59655,-73.97722,False
736896,Walgreens #19994,Walgreen Eastern Co Inc,1040 Saint Johns Pl,11213,308,BKCB8,A,False,False,3000,40.67123,-73.94319,False
736893,Walgreens #19375,Walgreen Eastern Co Inc,7009 13Th Ave,11228,310,BKCB10,A,False,False,3000,40.62267,-74.00497,False
736890,Walgreens #19158,Walgreen Eastern Co Inc,1419 Newkirk Ave,11226,314,BKCB14,A,False,False,,40.63547,-73.96343,False
736882,Walgreens #18321,Walgreen Eastern Co Inc,2532 86Th St #54,11214,311,BKCB11,A,False,False,10000,40.59689,-73.98624,False
736881,Walgreens #18305,Walgreen Eastern Co Inc,120 Court St,11201,302,BKCB2,A,False,False,,40.68987,-73.99231,False
736879,Walgreens #18228,Walgreen Eastern Co Inc,1111 Pennsylvania Ave,11207,305,BKCB5,A,False,False,8000,40.65396,-73.88707,False
736877,Yunior Deli & Grocery,Yunior Deli & Grocery Inc,4523 6Th Avenue ###,11220,307,BKCB7,AC,False,True,,40.6461,-74.0057,False
736876,Forest Mini Market,Forest Mini Market Corp,562 Wilson Ave,11207,304,BKCB4,AC,False,True,2000,40.69088,-73.90847,False
736875,Wholesome Farms Market,Jay Street Food Corp,108 Jay Street,11201,302,BKCB2,AC,False,True,2900,40.70164,-73.98675,False
736873,Walgreens #18219,Walgreen Eastern Co Inc,1720 Kings Hwy,11229,315,BKCB15,A,False,False,10000,40.60979,-73.95592,False
736861,Walgreens #18204,Walgreen Eastern Co Inc,355 Knickerbocker Ave,11237,304,BKCB4,A,False,False,20000,40.70078,-73.92182,False
736859,Walgreens #18135,Walgreen Eastern Co Inc,1532 86Th St #34,11228,311,BKCB11,A,False,False,2000,40.61086,-74.00855,False
736808,Taza Produce,Taza Produce Inc,302 86Th St,11209,310,BKCB10,AC,False,True,2000,40.62343,-74.0309,False
736791,Kikka At 365 Fort Greene,Ito Inc,292 Ashland Place ###,11217,302,BKCB2,AC,False,True,300,40.68649,-73.97815,False
736776,Prospect Park South Deli Grocery,Prospect Park South Deli Grocery Inc,1201 Church Avenue ###,11218,314,BKCB14,AC,False,True,800,40.6474,-73.96824,False
736757,Bay Gourmet,Bay Gourmet Corp,2279 86Th Street,11214,311,BKCB11,AC,False,True,1500,40.60069,-73.99182,False
736700,Mary Grocery,Mary Grocery Inc,5721 Fort Hamilton Pkwy,11219,312,BKCB12,A,False,False,600,40.63419,-74.00389,False
736683,Fish To Dish,Fish Net Bp Inc,1280 43Rd Street,11219,312,BKCB12,AC,False,True,1000,40.6385,-73.98881,False
736665,Bay 31 Supermarket,Bay 31 Supermarket Inc,2222 86Th Street,11214,311,BKCB11,AC,False,True,3000,40.60154,-73.99322,False
736662,Grace Food & Deli,Grace Food & Deli Corp,1053 Bedford Ave,11216,303,BKCB3,AC,False,True,1100,40.6878,-73.95479,False
736653,Gumption Coffee,Gumption Coffee Inc,168 39Th Street,11232,307,BKCB7,AC,False,True,6000,40.65545,-74.0108,False
736635,1108 Blake Deli,1108 Blake Deli Inc,1108 Blake Ave,11208,305,BKCB5,AC,False,True,,40.67045,-73.87717,False
736634,Mb Deli Grocery,Mb Deli Grocery Corp,141 Evergreen Ave,11206,304,BKCB4,AC,False,True,1200,40.69883,-73.93064,False
736629,Golden Farms,Golden Boys Group Inc,416 Crescent St,11208,305,BKCB5,AC,False,True,10000,40.67839,-73.87074,False
736603,Dumbo Market,66 Meat Corp,66 Front Street,11201,302,BKCB2,AC,False,True,9000,40.70209,-73.99048,False
736587,Sweet Chelsea Grocery,Sweet Chelsea Grocery Inc,4708 7Th Avenue,11220,307,BKCB7,A,False,False,,40.64397,-74.00431,False
736584,Duals Natural,Amp Usa Inc,321 Broadway ##,11211,301,BKCB1,A,False,False,1600,40.70805,-73.95686,False
736535,Sunnydale Of Brooklyn,Sunnydale Of Brooklyn Inc,49-01 Avenue N,11234,318,BKCB18,AC,False,True,1200,40.619687,-73.918104,True
736529,My Rancho Fruit & Vegetable,My Rancho Fruit & Vegetable Corp,3289 Fulton Avenue,11208,305,BKCB5,AC,False,True,800,40.68318,-73.87379,False
736494,Myrtle & Grove Gas,Myrtle & Grove Gas Inc,1525 Myrtle Ave,11237,304,BKCB4,AC,False,True,1500,40.69922,-73.91434,False
736456,J&D Deli Grocery,J&D Deli Grocery Ny Corp,448 Herzl Street,11212,316,BKCB16,AC,False,True,,40.65892,-73.91279,False
736435,Laziza Deli & Grocery,Laziza Deli & Grocery Corp,418 Evergreen Ave,11221,304,BKCB4,AC,False,True,,40.69311,-73.92185,False
736396,L&E Deli Grocery,L&E Deli Grocery Corp,820 5Th Avenue,11232,307,BKCB7,AC,False,True,1000,40.6542,-74.00083,False
736391,Mahbeer Convenience,Mahbeer Convenience Inc,2321 65Th Street,11204,311,BKCB11,AC,False,True,,40.61216,-73.97864,False
736228,Sunrise Mart,Love Field Inc,934 3Rd Avenue,11232,307,BKCB7,AC,False,True,5000,40.65557,-74.00567,False
736181,17 Gourmet Deli Grill,17 Gourmet Deli Grill Inc,1702 86Th St,11214,311,BKCB11,AC,False,True,1500,40.6085,-74.00468,False
736127,Met Fresh Supermarket,Bushwick Market Inc,1381 Myrtle Avenue,11237,304,BKCB4,AC,False,True,5500,40.69854,-73.92093,False
736104,C&B Deli Grocery,C&B Deli Grocery Corp,4002 8Th Avenue,11232,312,BKCB12,AC,False,True,1200,40.64662,-73.99797,False
736092,Hena 350,Hena 350 Inc,350 Jay Street ###,11201,302,BKCB2,AC,False,True,,40.69345,-73.98723,False
736082,Diksha 1426,Diksha 1426 Inc,1426 Bedford Ave,11216,308,BKCB8,AC,False,True,1800,40.67435,-73.95374,False
736080,Walgreens #17772,Walgreen Eastern Co Inc,462 5Th Ave,11215,306,BKCB6,A,False,False,12000,40.66846,-73.98688,False
736064,U & A Mini Mart,U & A Mini Mart Llc,9627 Avenue L,11236,318,BKCB18,A,False,False,1000,40.63866,-73.89533,False
735988,Food Universe Marketplace,Cs Mini Market Inc,773 New Lots Ave,11208,305,BKCB5,AC,False,True,5000,40.66667,-73.88197,False
735979,Sub Hub,Sub Hub Corporation,471 7Th Ave ###,11215,307,BKCB7,AC,False,True,500,40.6623,-73.98541,False
735969,El Mercadito Grocery 2,El Mercadito Grocery 2 Corp,216 Ridgewood Avenue,11208,305,BKCB5,AC,False,True,700,40.68339,-73.88087,False
735960,Nut House,Nut House Inc,1117 Brighton Beach Avenue,11235,313,BKCB13,AC,False,True,1200,40.57786,-73.95638,False
735937,Stargate Groceries,Spectacular Sirius A Llc,1104 Rogers Ave,11226,317,BKCB17,AC,False,True,,40.6429,-73.95162,False
735864,Target Store T-3243,Target Corporation,1715 E 13Th St,11229,315,BKCB15,AC,False,True,35000,40.60757,-73.95996,False
735842,La Abuelita,La Abuelita Corp,123 Wyckoff Ave,11237,304,BKCB4,AC,False,True,550,40.70419,-73.91904,False
735823,Lucky 7S Deli On 5Th,Lucky 7S Deli On 5Th Corp,7626 5Th Avenue,11209,310,BKCB10,AC,False,True,1500,40.62813,-74.02321,False
735816,Wan Jia Mini Mart,Wan Jia Mini Mart Inc,5623 Fort Hamilton Parkway,11219,312,BKCB12,AC,False,True,750,40.63462,-74.00325,False
735679,1149 Yamasa Grocery,1149 Yamasa Grocery Inc,1149 Blake Ave,11208,305,BKCB5,AC,False,True,,40.67074,-73.87503,False
735642,Pollo Licey Food Market,Pollo Licey Food Market Corp,200 Jamaica Ave,11207,305,BKCB5,AC,False,True,1200,40.68038,-73.89272,False
735640,Win Discount Mart,S & S Bk Inc,2328 Bath Ave,11214,311,BKCB11,AC,False,True,1500,40.59649,-73.99436,False
735616,Matthew Grocery Store,Matthew Grocery Store Inc,38 Herzyl Street  ##,11212,316,BKCB16,AC,False,True,1000,40.66921,-73.91549,False
735597,Shadai Deli & Grocery,Shadai Deli & Grocery Corp,7709 New Utrecht Ave. ###,11214,311,BKCB11,AC,False,True,1500,40.61382,-74.0005,False
735588,Simply Sushi Llc,Simply Sushi Llc,1274 39Th Street  ###,11218,312,BKCB12,AC,False,True,,40.6408,-73.98656,False
735583,Willoughby General Store,Willoughby General Store Llc,518A Willoughby Ave,11206,303,BKCB3,AC,False,True,300,40.69392,-73.94868,False
735559,Ossie'S,Back To Boro Park Fish Inc,1274 39Th St. ###,11218,312,BKCB12,AC,False,True,,40.6408,-73.98656,False
735523,Grisman Bakery,Grisman Bakery Inc,1684 86Th Street,11214,311,BKCB11,ABC,True,True,3000,40.60885,-74.00525,False
735520,Javier Vargas Luna/Luna Market,Los Primos Fresh Market Corp,4010 5Th Avenue,11232,307,BKCB7,AC,False,True,1700,40.65044,-74.00476,False
735519,Cleveland Deli & Organic,Cleveland Deli & Organic Corp,2959 Fulton Street,11208,305,BKCB5,AC,False,True,1000,40.67972,-73.88539,False
735493,Bp Gas & Shop,Flat Petroleum Inc,108-04 Flatlands Ave,11236,318,BKCB18,AC,False,True,1000,40.641768,-73.884328,True
735487,Fresh Foods Meat Market,Mdm Irving Corp,180 Irving Ave,11237,304,BKCB4,AC,False,True,1500,40.70175,-73.9192,False
735463,La Placita Supermarket,Thyago Inc,4219 8Th Ave,11232,312,BKCB12,AC,False,True,4000,40.6452,-73.99945,False
735314,Xinglong Grocery,Xinglong Grocery Inc,6601 Fort Hamilton Pkwy,11219,310,BKCB10,A,False,False,1100,40.63009,-74.01007,False
735307,Z Market & Deli,Z Market & Deli Corp,3901 Nostrand Ave Store # 4,11235,315,BKCB15,AC,False,True,,40.58859,-73.9396,False
735301,1268 Deli Grocery,1268 Deli Grocery Corp,1268 Sutter Ave,11208,305,BKCB5,AC,False,True,1500,40.67289,-73.87116,False
735279,Threes Brewing,Threefold Holdings Llc,333 Douglass Street,11217,306,BKCB6,AC,False,True,8000,40.67954,-73.98234,False
735272,Chimi Corner Deli,Chimi Corner Deli Corp The,5624 4Th Ave,11220,307,BKCB7,AC,False,True,1000,40.64265,-74.01662,False
735259,Jacob Gourmet Food 2,Jacob Gourmet Food 2 Corp,108 Albany Ave,11213,308,BKCB8,AC,False,True,1500,40.67691,-73.9387,False
735257,Food Story Natural Market,Food Story Natural Market Ii Inc,1550 Myrtle Ave,11237,304,BKCB4,AC,False,True,5700,40.6995,-73.91169,False
735231,Sinai Deli & Grocery,Sinai Deli & Grocery Corp,7314 18Th Avenue,11204,311,BKCB11,AC,False,True,1800,40.61425,-73.99511,False
735216,Exquisite Food Land,Natural Food Land Llc,409-413 Brighton Beach Ave,11235,313,BKCB13,ABC,True,True,5000,40.57729,-73.96295,False
735207,Al Tous Deli Grocery,Al Tous Corp,6602 17Th Avenue ###,11204,311,BKCB11,AC,False,True,1200,40.61982,-73.99317,False
735205,Eddie Fancy Food,Eddie Fancy Food Corp,8611 19Th Ave ##,11214,311,BKCB11,AC,False,True,800,40.60567,-74.0007,False
735200,La Torre Brothers,La Torre Brothers Inc,4518 Avenue N,11234,318,BKCB18,AC,False,True,3500,40.61869,-73.93106,False
735166,Russ & Daughters Brooklyn,Russ Ops Llc,141 Flushing Ave Bld 77,11205,302,BKCB2,ACH,False,True,10000,40.69786,-73.97121,False
735148,Prohealth 123,Prohealth 123 Llc,4709 13Th Ave,11219,312,BKCB12,A,False,False,1000,40.63595,-73.99116,False
735127,Berry Goods Supermarket,Berry Goods Supermarket Corp,1413 Avenue J,11230,314,BKCB14,AC,False,True,7600,40.62514,-73.96181,False
735111,Tree Food Market,Tree Food Market Inc,811 Stanley Ave,11207,305,BKCB5,A,False,False,3500,40.66138,-73.87913,False
735101,Associated Supermarket,Mp Lorraine Corp,58-60 Lorraine Street,11231,306,BKCB6,AC,False,True,12000,40.67449,-74.00734,False
735087,Sunac Natural,78 Big Smile Corp,150 N 7Th Street,11249,301,BKCB1,AC,False,True,2500,40.71821,-73.95834,False
735032,Ralph Ave Dollar,Ralph Ave Dollar Inc,1590 Ralph Ave,11236,318,BKCB18,A,False,False,18000,40.63821,-73.91944,False
735030,Greene Hill Food Co-Op,Greene Hill Food Cooperative Inc The,1083 Fulton St,11238,303,BKCB3,AC,False,True,1000,40.6817,-73.95842,False
735022,Cvs/Pharmacy #10291,Cvs Albany Llc,1601 Kings Highway ###,11229,315,BKCB15,A,False,False,10000,40.60924,-73.95719,False
734971,House Of Glatt,Ch Deli & Catering Llc,385 Kingston Ave ###,11225,309,BKCB9,AC,False,True,,40.66571,-73.94253,False
734922,Carniceria La Granja,Carniceria La Granja Inc,5704 5Th Avenue,11220,307,BKCB7,AC,False,True,600,40.64105,-74.01453,False
734898,Happy Family Grocery Store,Happy Family Grocery Store Inc,4911-A 8Th Avenue,11220,312,BKCB12,A,False,False,1000,40.6414,-74.0034,False
734847,Proper Food,Properfood Llc,133 Harrison Pl####,11237,301,BKCB1,AC,False,True,11000,40.70698,-73.92807,False
734817,Pedregal Deli,Pedregal Deli Corp,1190 Rogers Ave,11226,317,BKCB17,AC,False,True,1000,40.64098,-73.95142,False
734804,Hong Fa Market,Hong Fa Market Inc,4424 8Th Avenue,11220,312,BKCB12,AC,False,True,2200,40.64401,-74.0007,False
734619,Unique Food 99C Discount,Unique Food 99C Discount Inc,1111 Flatbush Ave,11226,314,BKCB14,A,False,False,,40.64336,-73.95779,False
734517,Bismillah Super Grocery & Halal Meat,Bismillah Super Grocery & Halal Meat Inc,1020 Coney Island Ave,11230,314,BKCB14,AC,False,True,1200,40.6327,-73.96688,False
734510,La Finquita #1,La Finquita #1 Corp,388 Ridgewood Ave,11208,305,BKCB5,AC,False,True,2000,40.68498,-73.87444,False
734505,U Flower Deli Grocery,U Flower Deli Grocery Corp,2101 Avenue U,11229,315,BKCB15,A,False,False,1600,40.59951,-73.95022,False
734502,New Hong Yun Grocery Store,New Hong Yun Grocery Store Inc,6701 8Th Avenue,11220,310,BKCB10,AC,False,True,800,40.63138,-74.01382,False
734434,Weinberger Appetizing,Weinberger Appetizing Plus Llc,345 Willoughby Ave,11205,303,BKCB3,ACH,False,True,2000,40.69284,-73.95703,False
734431,Broadway Grab & Go,Broadway Grab & Go Corp,395 Broadway,11211,301,BKCB1,AC,False,True,500,40.70714,-73.95419,False
734425,Y&A Food,Y&A Food Inc,516 New Lots Ave,11207,305,BKCB5,AC,False,True,1100,40.66357,-73.88913,False
734414,Juice Bar & Grill,Juice Bar & Grill Corp,484 Kings Hwy,11223,315,BKCB15,AC,False,True,1000,40.60421,-73.97183,False
734405,Marion Deli Grocery,Marion Deli Grocery Corp,45 Rockaway Avenue,11233,316,BKCB16,AC,False,True,800,40.6816,-73.91149,False
734382,Union Market,Mpm Enterprises Flatbush Inc,342 Flatbush Ave. ###,11238,308,BKCB8,AC,False,True,3000,40.67617,-73.97172,False
734355,La Cuesta Grocery,La Cuesta Grocery Corp,772 Miller Ave,11207,305,BKCB5,AC,False,True,1000,40.66179,-73.88766,False
734331,Kings Coney P Mobil,Bolla Operating Corp,1935 Coney Island Ave,11230,314,BKCB14,AC,False,True,,40.61025,-73.96242,False
734292,Everything Natural,Back To Nature Health Food Inc,1665 Ralph Ave,11236,318,BKCB18,AC,False,True,1500,40.63633,-73.91907,False
734266,Anima Mundi Herbals,Anima Mundi Herbals Llc,31 Noble St,11222,301,BKCB1,AC,False,True,1600,40.72824,-73.9596,False
734261,Superlost Coffee,Superlost Coffee Llc,630 Flushing Ave Floor 5,11206,303,BKCB3,AC,False,True,3000,40.69994,-73.94869,False
734242,New Fu Xing Market Iii,New Fu Xing Market Iii Corp,5710 5Th Avenue ######,11220,307,BKCB7,A,False,False,3000,40.641115,-74.014881,True
734227,La Capilla Ii,La Capilla Ii Inc,3713 13Th Avenue###,11218,312,BKCB12,AC,False,True,1500,40.64144,-73.98544,False
734225,Harvest Grocery,Harvest Grocery Inc,2220 Avenue U,11229,315,BKCB15,AC,False,True,2200,40.59966,-73.9488,False
734194,Serenity Deli & Grocery,Serenity Deli & Grocery Inc,6818 11Th Ave,11219,310,BKCB10,AC,False,True,900,40.62645,-74.00819,False
734161,M Bakery,Kaff Bakery Inc,1906 Avenue M,11230,314,BKCB14,ABCH,True,True,,40.61846,-73.95594,False
734157,Fresh To Go Deli,Fresh To Go Deli Corp,957 Fulton Street,11238,302,BKCB2,AC,False,True,1000,40.68301,-73.96469,False
734049,New Green Apple Gourmet,New Green Apple Gourmet Corp,375 Graham Ave,11211,301,BKCB1,AC,False,True,1000,40.71583,-73.9446,False
734046,Ok Fish Market,Sk Sea World Ii Inc,6824 18Th Ave,11204,311,BKCB11,AC,False,True,1200,40.61691,-73.99242,False
734011,Market Fresh,Sirah 1720 Llc,535 Marcy Ave ####,11206,303,BKCB3,AC,False,True,3500,40.69698,-73.94954,False
733984,Kings 3003 Mobil,Bolla Operating Corp,3003 Coney Island Ave,11235,313,BKCB13,AC,False,True,1000,40.58281,-73.9599,False
733957,Kings 86 C-Store,Bolla Operating Corp,1420 86Th St,11228,311,BKCB11,AC,False,True,,40.61246,-74.01125,False
733956,Kings Linden Service Station,Bolla Operating Corp,1935 Linden Blvd,11207,305,BKCB5,A,False,False,300,40.65868,-73.89124,False
733955,Rockaway & Seaview Station,Bolla Operating Corp,2000 Rockaway Pkwy,11236,318,BKCB18,A,False,False,,40.63415,-73.8901,False
733924,Golden Kolos,Golden Kolos Corp,371 Avenue X,11223,315,BKCB15,AC,False,True,1200,40.59066,-73.96908,False
733860,Gold Label,Brighton Food Group Inc,281-285 Brighton Beach Avenue,11235,313,BKCB13,AC,False,True,4000,40.57694,-73.96461,False
733823,Amy Grocery Mini Market,Amy Grocery Mini Market Inc,5724 5Th Avenue,11220,307,BKCB7,AC,False,True,1800,40.64071,-74.01489,False
733791,Foodtown Supermarket,1949 Food Corp,1949 Stillwell Avenue,11223,311,BKCB11,AC,False,True,,40.59875,-73.98541,False
733770,Rosenfelds Gourmet Fish,Rosenfelds Fish Market Inc,347 Willoughby Ave,11205,303,BKCB3,AC,False,True,1000,40.69283,-73.95712,False
733758,Aroma Rich,Aroma Rich Inc,3924 18Th Avenue,11218,314,BKCB14,A,False,False,1000,40.63271,-73.97301,False
733575,Danny Deli Grocery,Danny Deli Grocery Inc,601 Myrtle Ave,11205,303,BKCB3,AC,False,True,1000,40.69414,-73.95995,False
733560,Utica Food Market,Songs Utica Market Corp,848 Utica Avenue,11203,317,BKCB17,AC,False,True,2300,40.65237,-73.93047,False
733550,Leading Foods 1,Leading Foods 1 Inc,1310 East 18Th Street,11230,314,BKCB14,AC,False,True,,40.61802,-73.95712,False
733523,86Th St Gourmet Deli & Grill,86Th St Gourmet Deli & Grill Inc,8523 18Th Avenue,11214,311,BKCB11,AC,False,True,1500,40.60739,-74.00248,False
733516,Asaad Deli & Grill,Asaad Deli & Grill Corp,111 Church Avenue,11218,312,BKCB12,AC,False,True,1700,40.64295,-73.97905,False
733514,Tasty Spot,Tasty Spot Corp,1911 Avenue U ####,11229,315,BKCB15,ABCH,True,True,2200,40.59928,-73.95232,False
733503,New Mei Mini Market,New Mei Mini Market Inc,1693 86Th St,11214,311,BKCB11,A,False,False,1000,40.60873,-74.00504,False
733502,Seafood Premium,L&L Mp Inc,292 Broadway 1St Fl,11211,301,BKCB1,AC,False,True,1000,40.70856,-73.95829,False
733500,19Th Ave Deli & Grocery,19Th Avenue Convenience Inc.,1880 86Th Street,11214,311,BKCB11,AC,False,True,2000,40.60604,-74.00063,False
